event_id,selection_id,source_event_id,source_run_id,run_id,contract_id,source_revision,rank,worker_id,device_id,request_id,engine_step_id,forward_id,layer_id,layer_occurrence,phase,total_num_scheduled_tokens,q_len,past_len,kv_len,layer_type,source_contract_match,source_mapping_error,hidden_shape_in,residual_shape_in,positions_shape,hidden_shape_out,residual_shape_out,matched,fx_sampled,fx_traced,fx_trace_status,fx_node_count,trace_dir,capture_begin_ns,capture_end_ns,eager_begin_ns,eager_end_ns,error
input7_layer31,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,7,7,31,0,decode,1,1,20585,20586,full_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577872344413,4308577874273131,
input7_layer32,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,7,7,32,0,decode,1,1,20585,20586,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577875994077,4308577877527651,
input7_layer33,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,7,7,33,0,decode,1,1,20585,20586,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577879394259,4308577880911333,
input7_layer34,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,7,7,34,0,decode,1,1,20585,20586,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577882577088,4308577884092482,
input7_layer35,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,7,7,35,0,decode,1,1,20585,20586,full_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577885545696,4308577887470394,
input7_layer36,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,7,7,36,0,decode,1,1,20585,20586,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577889272250,4308577890801765,
input7_layer37,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,7,7,37,0,decode,1,1,20585,20586,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577892311879,4308577893846053,
input7_layer38,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,7,7,38,0,decode,1,1,20585,20586,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577895534819,4308577897058433,
input7_layer39,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,7,7,39,0,decode,1,1,20585,20586,full_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577898712838,4308577900624456,
input7_layer40,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,7,7,40,0,decode,1,1,20585,20586,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577902260201,4308577903785895,
input7_layer41,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,7,7,41,0,decode,1,1,20585,20586,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577905301440,4308577906824914,
input7_layer42,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,7,7,42,0,decode,1,1,20585,20586,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577908465379,4308577909987713,
input7_layer43,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,7,7,43,0,decode,1,1,20585,20586,full_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577911815750,4308577913729208,
input7_layer44,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,7,7,44,0,decode,1,1,20585,20586,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577915206442,4308577916762646,
input7_layer45,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,7,7,45,0,decode,1,1,20585,20586,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577918638913,4308577920155898,
input7_layer46,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,7,7,46,0,decode,1,1,20585,20586,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577921876204,4308577923400128,
input7_layer47,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,7,7,47,0,decode,1,1,20585,20586,full_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577924993093,4308577926931791,
input7_layer48,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,7,7,48,0,decode,1,1,20585,20586,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577928850358,4308577930395443,
input7_layer49,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,7,7,49,0,decode,1,1,20585,20586,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577932111739,4308577933633883,
input7_layer50,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,7,7,50,0,decode,1,1,20585,20586,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577935448190,4308577936961474,
input7_layer51,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,7,7,51,0,decode,1,1,20585,20586,full_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577938889632,4308577940816470,
input7_layer52,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,7,7,52,0,decode,1,1,20585,20586,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577942373904,4308577943897328,
input7_layer53,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,7,7,53,0,decode,1,1,20585,20586,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577945690845,4308577947227249,
input7_layer54,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,7,7,54,0,decode,1,1,20585,20586,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577948935855,4308577950463869,
input7_layer55,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,7,7,55,0,decode,1,1,20585,20586,full_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577952126445,4308577954040973,
input7_layer56,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,7,7,56,0,decode,1,1,20585,20586,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577955730658,4308577957268273,
input7_layer57,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,7,7,57,0,decode,1,1,20585,20586,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577959022489,4308577960546593,
input7_layer58,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,7,7,58,0,decode,1,1,20585,20586,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577962290799,4308577963824294,
input7_layer59,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,7,7,59,0,decode,1,1,20585,20586,full_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577965574000,4308577967496268,
input7_layer60,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,7,7,60,0,decode,1,1,20585,20586,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577969292444,4308577970822859,
input7_layer61,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,7,7,61,0,decode,1,1,20585,20586,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577972278522,4308577973797346,
input7_layer62,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,7,7,62,0,decode,1,1,20585,20586,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577975906736,4308577977431800,
input7_layer63,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,7,7,63,0,decode,1,1,20585,20586,full_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577979224927,4308577981135275,
input8_layer0,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,8,8,0,0,decode,1,1,20586,20587,linear_attention,,,"[1,5120]",null,"[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577986385913,4308577988131480,
input8_layer1,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,8,8,1,0,decode,1,1,20586,20587,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577989844395,4308577991402280,
input8_layer2,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,8,8,2,0,decode,1,1,20586,20587,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577993101516,4308577994630380,
input8_layer3,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,8,8,3,0,decode,1,1,20586,20587,full_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308577996331196,4308577998327434,
input8_layer4,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,8,8,4,0,decode,1,1,20586,20587,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308578000032420,4308578001575935,
input8_layer5,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,8,8,5,0,decode,1,1,20586,20587,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308578003350541,4308578004866655,
input8_layer6,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,8,8,6,0,decode,1,1,20586,20587,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308578006716412,4308578008237936,
input8_layer7,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,8,8,7,0,decode,1,1,20586,20587,full_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308578010120374,4308578012043682,
input8_layer8,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,8,8,8,0,decode,1,1,20586,20587,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308578013540926,4308578015068130,
input8_layer9,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,8,8,9,0,decode,1,1,20586,20587,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308578016737996,4308578018259850,
input8_layer10,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,8,8,10,0,decode,1,1,20586,20587,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308578019815484,4308578021344978,
input8_layer11,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,8,8,11,0,decode,1,1,20586,20587,full_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308578023773481,4308578025695029,
input8_layer12,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,8,8,12,0,decode,1,1,20586,20587,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308578027511386,4308578029033600,
input8_layer13,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,8,8,13,0,decode,1,1,20586,20587,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308578030882457,4308578032416231,
input8_layer14,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,8,8,14,0,decode,1,1,20586,20587,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308578034295069,4308578035804963,
input8_layer15,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,8,8,15,0,decode,1,1,20586,20587,full_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308578037464998,4308578039393126,
input8_layer16,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,8,8,16,0,decode,1,1,20586,20587,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308578041035631,4308578042584036,
input8_layer17,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,8,8,17,0,decode,1,1,20586,20587,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308578044232461,4308578045742315,
input8_layer18,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,8,8,18,0,decode,1,1,20586,20587,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308578047497511,4308578049031316,
input8_layer19,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,8,8,19,0,decode,1,1,20586,20587,full_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308578051001274,4308578052927352,
input8_layer20,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,8,8,20,0,decode,1,1,20586,20587,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308578054785329,4308578056317003,
input8_layer21,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,8,8,21,0,decode,1,1,20586,20587,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308578058028649,4308578059573664,
input8_layer22,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,8,8,22,0,decode,1,1,20586,20587,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308578061202339,4308578062710973,
input8_layer23,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,8,8,23,0,decode,1,1,20586,20587,full_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308578064306678,4308578066456858,
input8_layer24,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,8,8,24,0,decode,1,1,20586,20587,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308578068389166,4308578069919300,
input8_layer25,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,8,8,25,0,decode,1,1,20586,20587,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308578071581165,4308578073087389,
input8_layer26,,,,20260729T050800Z-fx-89687ae2-R032,pra2026-bh408@3d036144-16-32K-row0-greedy1024,3d03614452cd0a925abc82a7686560ff80252dfa,0,rank0,HCU0:TCA23906041001,chatcmpl-bench-7f1746b7-0-9eeec82b-9c959c99,8,8,26,0,decode,1,1,20586,20587,linear_attention,,,"[1,5120]","[1,5120]","[3,1]","[1,5120]","[1,5120]",False,False,False,,,,0,0,4308578074993627,4308578076519761,
